"prix";"ville";"nb_pieces";"surface";"type_bien";"type_logement";"description"
"895";"Paris";"2.0";"";"Colocation";"Colocation";"360° Réservable à la chambre Colocation EXCLUSIVE FLAT SHARE WITH VIEWS OVER MONTMARTRE 5 à partir de 895€ cc / mois Paris (75018) 79m² - 2 chambres - Meublé - Parking We present an exclusive apartment in the 5th floor with a large terrace and spectacular views over iconic Montmartre. On top of the stay in this high-end building, you will be provided with para-hotel services including monthly breakfast, weekly cleaning, house linen and personalized hosting. The apartment is brand new and fully furnished with taste and quality furniture (Pantone brand furniture), ready for you to move in. It has 5 large bedrooms, 2 bathrooms, a bright living room with a fully equipped open kitchen (oven, microwave, fridge, dishwasher) and a terrace with its table and chairs for you to enjoy a mojito in the evening while enjoying one of the most exclusive views in Paris. Each one of the 5 bedrooms is equipped with one extra-quality individual bed, one XL double cupboard, a study table Pantone, comfortable chair Pantone, one storage cabinet Pantone and 2 sets of cotton bedsheets. The apartment is ideal for students enrolled in schools in the north or east of Paris (IFA, ESMOD, INSEEC, ESCP, Cours Florent, etc.). The apartment is very well connected with public transportation, close to Marx Dormoy and Porte de la Chapelle underground (Line 12) and Tram (Line 3b), and is part of the new high-quality residence building (Paris MON18) with 2 elevators. The apartment has central heating, washing machine, appliances, large wardrobes, parquet floor, double glazing. South (and sunny) exposure. The apartment is eligible for APL CAF government subsidy. The rent listed above includes household linen (bedsheets and towels), weekly cleaning, monthly breakfast service, personalized hosting, hot and cold water, heating in winter and Fiber Internet.  A contract will be provided with a solidarity clause for insurance. Disponible à partir du 15 avr. 2026"
"765";"Paris";"2.0";"10.0";"Logement chez l'habitant";"Logement chez l'habitant";"Réservable à la chambre Logement chez l'habitant 2 Chambres meublées proche Cergy et Paris à partir de 765€ cc / mois Carrières-sous-poissy (78955) 90m² - 2 chambres - Meublé - Parking Vivre en colocation: 2 Chambres meublées de 10 m2 chez l'habitant dans une maison de famille avec jardin et parking.     Maison située proche des commodités ( Leclerc, pharmacie, Boulangerie, Boucher, Tabac, Coiffeur, Médecins) à 10 minutes à pied,   15 minutes à pied de la gare de Poissy (Ligne J et RER A). Paris est à 30 minutes et Cergy à 30 minutes  Accès à tous les équipements de la maison.  Possibilité de garer sa voiture.  Wifi + Charges inclus    - Assurance loyer impayé (Garant) via Studapart.   - Assurance habitation obligatoire, recommandée via studapart  - Bail mobilité - Pas de dépot de garantie.  - Minimum 6 mois, maximum 10 mois Disponible immédiatement"
"895";"Paris";"1.0";"";"Colocation";"Colocation";"360° Réservable à la chambre Colocation EXCLUSIVE FLAT SHARE WITH VIEWS OVER MONTMARTRE 6 à partir de 895€ cc / mois Paris (75018) 79m² - 1 chambre - Meublé - Parking We present an exclusive apartment in the 6th floor with a large terrace and spectacular views over iconic Montmartre. On top of the stay in this high-end building, you will be provided with para-hotel services including monthly breakfast, weekly cleaning, house linen and personalized hosting. The apartment is brand new and fully furnished with taste and quality furniture (Pantone brand furniture), ready for you to move in. It has 5 large bedrooms, 2 bathrooms, a bright living room with a fully equipped open kitchen (oven, microwave, fridge, dishwasher) and a terrace of 8m² with its table and chairs for you to enjoy a mojito in the evening while enjoying one of the most exclusive views in Paris. Each one of the 5 bedrooms measures between 10 and 14m², and is equipped with one extra-quality individual bed, one XL double cupboard, a study table Pantone, comfortable chair Pantone, one storage cabinet Pantone and 2 sets of cotton bedsheets. The apartment is ideal for students enrolled in schools in the north or east of Paris (IFA, ESMOD, INSEEC, ESCP, Cours Florent, etc.). The apartment is very well connected with public transportation, close to Marx Dormoy and Porte de la Chapelle underground (Line 12) and Tram (Line 3b), and is part of the new high-quality residence building (Paris MON18) with 2 elevators. The apartment has central heating, washing machine, appliances, large wardrobes, parquet floor, double glazing. South (and sunny) exposure. The apartment is eligible for APL CAF government subsidy. The rent listed above includes household linen (bedsheets and towels), weekly cleaning, monthly breakfast service, personalized hosting, hot and cold water, heating in winter and Fiber Internet. OUR CONTRACTS ONLY RUN FOR A FULL ACADEMIC YEAR and have a solidarity clause. Please do not hesitate to ask any questions. Disponible à partir du 14 avr. 2026"
"1490";"Paris";"";"28.0";"Studio";"Studio";"Studio Exclusive comfortable Studio 28m2 with views 1490€ cc / mois Paris (75018) 28m² - Meublé - Parking - Salle de bain privée We present an exclusive studio with spectacular views. The studio is fully furnished with taste and quality, ready for you to move in. It has an extra-quality double bed (or two individual), a bright living room with sofa and study table and a fully equipped open kitchen with dining table. The total surface is 28m². The studio is ideal for 1/2 students enrolled in schools in the north or east of Paris (IFA, ESMOD, INSEEC, ESCP, Cours Florent, etc.). The studio is well connected, close to Marx Dormoy and Porte de la Chapelle underground and Tram stations, and is part of the new high-quality residence (Paris REFERENCE). The apartment has central heating, washing machine, appliances, large wardrobes, independent bathroom, parquet floor, double glazing. East (and sunny) exposure. Possibility of parking space below the tower and the apartment is eligible for APL CAF government subsidy. The rent includes household linen, weekly cleaning, weekly breakfast service, personalized hosting, hot and cold water, heating in winter and Wifi. OUR CONTRACTS ONLY RUN FOR A FULL ACADEMIC YEAR and have a solidarity clause. Please do not hesitate to ask any questions. Disponible immédiatement"
"2000";"";"2.0";"95.0";"Logement entier";"Logement entier";"Logement entier T4 avec jardin - Saint Germain en Laye 2000€ cc / mois Saint-germain-en-laye (78100) 95m² - 2 chambres - Meublé Appartement 4 pieces 95m2 avec jardin prive de 90m2 , vue degagee plein sud depuis le salon  3 chambres, un salon, cuisine, salle de bain et wc separe  Rue Gallieni, calme, petit immeuble de 3 etages  Peut convenir a une colocation pour 2 personnes. Dans ce cas il y aurait 2 contrats de location meublee distincts Disponible à partir du 10 avr. 2026"
"850";"Paris";"";"";"Studio";"Studio";"Studio Proche Parc de la Villette-et diverses Universités 850€ cc / mois Aubervilliers (93300) 18m² - Meublé - Salle de bain privée A la porte de Paris 19 ème -proximité  -- Zenith  -- Le Canal de l'Oucq  --Buttes Chaumont  -- stade de France  -- Campus Condorcet/Aubervilliers  -- Conservatoire national supérieur de musique et de danse de Paris La Villette  -- Cours Florent (Théâtre)  -- Musique, danse, théâtre et arts plastiques à Pantin    -- 1 km de l'Université Sorbonne Paris Nord constituant un pôle majeur d’enseignement et de recherche situé au nord de Paris.   comptant cinq campus, répartis sur les deux départements de la Seine-Saint-Denis et du Val d’Oise : Villetaneuse, Bobigny, Saint-Denis, la Plaine Saint-Denis et Argenteuil.    -- Transports et commerces au pied de l immeuble  -- 300 m métro ligne 7 station 4 chemins Pantin/Aubervilliers  -- 500m métro ligne 12 et tramway  -- 1 km gares RER vous permettront de traverser facilement et rapidement Paris du Nord au Sud  E gare de Pantin  B gare Aubervilliers La Courneuve      Au 6ème étage ascenseur    STUDIO porte fenêtres plein sud sur terrasse-calme  -- Cuisine américaine équipée : évier -réfrigérateur-four micro ondes-plaques électrique   lit 1 personne  -- Wifi  -- Salle de bains : baignoire, douche, meuble vasque-  -- WC  -- Machine à laver-séchante    Entièrement refait à neuf  fin 2024   -Isolation phonique et thermique par ravalement de l'immeuble  -porte fenêtre double vitrage-isolant  -volets  -Divers rafraîchissements: hall d accueil-boites aux lettres    Ce studio n'attend plus que vous Disponible à partir du 1 mai 2026"
"2150";"Paris";"1.0";"";"Logement T2";"Logement T2";"Logement T2 Palais Royal-Magnifique appartement tout équipé ! 2150€ cc / mois Paris (75001) 35m² - 1 chambre - Meublé - Salle de bain privée Magnifique appartement de 2 pièces situé au 3ème étage d'un immeuble classé monument historique, au cœur du prestigieux 1er arrondissement de Paris.    Entièrement rénové par un architecte, cet appartement baigné de lumière offre des prestations de grande qualité. Il dispose d'un séjour spacieux et lumineux, d'une chambre confortable, d'une cuisine moderne entièrement équipée (four, plaque à induction, lave-linge séchant, vaisselle incluse) et d'une élégante salle de bain. Le linge de maison est fourni, vous permettant une installation immédiate et sans tracas.    Le loyer inclut toutes les charges : eau, électricité, chauffage, eau chaude, et WIFI haut débit (fibre).    Ne manquez pas cette rare opportunité de vivre dans un cadre exceptionnel, alliant charme parisien et confort moderne, au sein d'un quartier historique et recherché.  ---------------------------------------------------------------------------------------------  Beautiful 2-room apartment located on the third floor of a historic listed building, in the heart of the prestigious 1st arrondissement of Paris.    Fully renovated by an architect, this bright apartment offers high-quality amenities. It features a spacious and luminous living room, a comfortable bedroom, a modern fully-equipped kitchen (oven, induction cooktop, washer-dryer, included tableware), and an elegant bathroom. Linens are also provided for a hassle-free move-in.    The rent includes all utilities: water, electricity, heating, hot water, and high-speed fiber Wi-Fi.    Don't miss this unique opportunity to live in an exceptional setting, combining Parisian charm and modern comfort, in a highly sought-after historical neighborhood. Disponible à partir du 1 mai 2026"
"890";"Paris";"1.0";"";"Colocation";"Colocation";"Réservable à la chambre Colocation Super coloc 19e à partir de 890€ cc / mois Paris (75019) 110m² - 1 chambre - Meublé A 300m du métro Belleville et à 600m du magnifique Parc des Buttes Chaumont dans une résidence privée de standing avec gardien   Appartement  refait à neuf se composant de :  -5 chambres meublées (lit ,bureau et dressing)  -1 grande SDB principale avec toilettes   - 1 SDB avec toilettes   -machine à laver et sèche-linge   -cuisine tout équipée   -espace salon canapé     Les colocs sont des jeunes actifs et étudiants.    Contrat de colocation meublé non solidaire éligible aux APL   N hésitez pas à me contacter par whats app pour un aperçu vidéo de l appartement et photos complémentaires     PRÉVOIR 490€ DE FRAIS D ENTRÉE (SERVICE ) CORRESPONDANT À UN SERVICE DE MAINTENANCE complète de l appartement durant toute la location     Je reste à votre écoute   Cdt  Laurent Disponible à partir du 22 mai 2026"
"1750";"Paris";"";"";"Studio";"Studio";"Studio Magnifique studio avec coin nuit - tout équipé ! 1750€ cc / mois Paris (75002) 25m² - Meublé - Salle de bain privée Superbe appartement entièrement équipé : four, plaques, machine à laver séchante, Smart TV, Nespresso, linge de maison et vaisselle fournis. Haut plafond, parquet clair et mobilier design, avec deux grandes fenêtres apportant beaucoup de lumière. Parfaitement optimisé, il offre un salon spacieux avec cuisine ouverte, une salle d’eau élégante, un coin nuit avec lit king-size (matelas 30 cm) et nombreux rangements.  --------------------------------------------------------------------------------------------  Le loyer inclut toutes les charges (immeuble, eau, électricité, chauffage, eau chaude). Situé rue Saint-Joseph, calme et centrale, à proximité des commerces, théâtres, rue Montorgueil et Grands Boulevards, et à 10 min à pied du Louvre. Accès métro lignes 3, 9 et 4.    Beautiful, fully equipped apartment: oven, cooktop, washer-dryer, Smart TV, Nespresso machine, with linens and tableware provided. High ceilings, light parquet flooring, and designer furniture, with two large windows bringing in plenty of natural light. The space is perfectly optimized with a spacious living room and open kitchen, an elegant bathroom, a sleeping area with a king-size bed (30 cm mattress), and plenty of storage.    Rent includes all utilities (building, water, electricity, heating, hot water). Located on the quiet yet central Rue Saint-Joseph, close to shops, theaters, Rue Montorgueil, and the Grands Boulevards, and just a 10-minute walk from the Louvre. Easy access to metro lines 3, 9, and 4. Disponible à partir du 3 mai 2026"
"1245";"Paris";"2.0";"60.0";"Colocation";"Colocation";"360° Réservable à la chambre Colocation Logement en colocation pour 2 personnes de 60m² à partir de 1245€ cc / mois Paris (75015) 60m² - 2 chambres - Meublé - Salle de bain privée Colocation acceptée, 3 pièces 60 m2 meublé  récemment repeint avec parquet 2° étage ascenseur dans immeuble  haussmannien. Une chambre sur cour et une sur rue meublées ( sommier, matelas, table de chevet, bureau, chaise de bureau , armoire, bibliothèque, tv LED salon et chambre 1), une salle à manger salon  ) avec coin repas et meuble multi media avec TV grand écran plat et lecteur DVD, table basse, une entrée avec dressing, une cuisine équipée laquée noire (avec réfrigérateur, four, plaques vitrocéramiques, hotte, microonde, réfrigérateur freezer, machine à laver le linge, machine à laver la vaisselle), une salle de bain avec meuble vasque et  placard, un wc. Une cave, digicode, gardienne. Chauffage central immeuble Disponible à partir du 8 mai 2026"
"888";"Paris";"1.0";"17.0";"Logement chez l'habitant";"Logement chez l'habitant";"Réservable à la chambre Logement chez l'habitant Chambre à louer à partir de 888€ cc / mois Paris (75020) 53m² - 1 chambre - Meublé Joli appartement haussmannien dans Paris 20 eme proche du grand parc buttes de chaumant à 8 mn à pied, la ligne métro 11  station Jourdain à 3 mn et Gambetta ligne 3 et 3 bis. Situé au 3 eme étage, 2 grandes chambres de 17 m2 et un joli salon, une belle cuisine équipée et une chambre débarras pour stoker les valises, salle de bain séparée. De belles terrasses et toutes les commodités  Autour. Disponible immédiatement"
"805";"Paris";"";"";"Logement en résidence";"Logement en résidence";"360° Promotion en cours Logement en résidence STUDEA PARIS TESSIER à partir de 805€ cc / mois Paris (75019) Meublé - Salle de bain privée - Cafétéria Nouvelle résidence depuis 2016, dotée d'une architecture récente et moderne, elle est située dans un quartier très bien desservi au cœur du XIXème arrondissement de Paris, non loin du parc de la Villette, du Sacré Cœur ou le Marais.    La résidence est équipée en Internet très haut débit;  Elle offre des chambres équipées à la décoration soignée et de nombreux services : internet haut débit, la laverie, location de vaisselle, service de ménage, petit-déjeuner, linge de maison, vidéosurveillance, local deux roues.    La résidence est proche du campus Paris Condorcet, de l'École Nationale Supérieure d’Architecture, du Conservatoire national supérieur de musique et de danse de Paris, du Groupe INSEEC, du Cours Florent, du Conservatoire Libre du Cinéma Français, du CEPROC et du Centre Européen de formation professionnelle : Groupe ICOGES.    Accès par la station de métro Crimée (ligne 6) ou gare Rosa Parks (RER E). Disponible immédiatement"
"905";"Paris";"";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence UXCO Stud'Y à partir de 905€ cc / mois Saint-denis (93200) Meublé La résidence UXCO Stud’Y est située au bord du canal Saint-Denis à proximité de la Seine, du Stade de France et du centre-ville. Proche des facultés et écoles supérieures et très bien desservie par les transports en commun qui permettent de rejoindre facilement le centre de Paris, les aéroports Charles de Gaulle et Orly ainsi que la gare Paris Gare de Lyon,  elle est une valeur sûre si tu souhaites mener une vie universitaire active et sereine.      Stud’Y propose 98 apparts de type studio, T1 &amp; T3. Meublés et aménagés avec style, ils disposent tous d’un coin bureau, d’une kitchenette équipée, d’une salle de bain privative et d’un lit avec kit linge à disposition.     Entièrement imaginée pour offrir aux étudiants des conditions de vie et de travail optimales, elle dispose d’une gamme complète de services et avantages tels que la connexion WIFI par fibre optique illimitée dans chaque logement, laverie automatique…    Il ne te reste plus qu’à poser tes valises, bienvenue chez toi ! Disponible immédiatement"
"696";"";"";"";"Logement en résidence";"Logement en résidence";"360° Promotion en cours Logement en résidence STUDEA CACHAN à partir de 696€ cc / mois Cachan (94230) Meublé - Parking - Salle de bain privée - Cafétéria Confortable et pratique, cette résidence étudiante de Cachan possède des rangements et un équipement de qualité, ainsi qu’une connexion internet haut débit par fibre offerte. En plus des nombreux services proposés, l’eau chaude et le chauffage sont inclus dans le loyer de votre logement ! Bordant plusieurs parcs et à quelques minutes à pied de restaurants universitaires conviviaux, la résidence Studéa Cachan vous promet aussi de vous détendre. Disponible en mai 2026"
"723";"Paris";"";"";"Logement en résidence";"Logement en résidence";"360° Promotion en cours Logement en résidence STUDEA SEVRES à partir de 723€ cc / mois Sèvres (92310) Meublé - Parking - Salle de bain privée - Cafétéria Implantée au milieu d'un parc boisé la résidence Studéa Sèvres propose des studios équipés, confortables et parfaitement conçus de 18m² à 37m². Elle saura répondre aux attentes des étudiants grâce à sa situation à proximité immédiate des commerces, d’espaces verts et de loisirs. De plus, la résidence est parfaitement desservie par les transports en commun: Bus 279, 179, tramway T2 « musée de sèvres », gares de « Bellevue » / « Sèvres ». pour prendre le transilien qui vous emmènera en 20 minutes au centre de Paris par la gare de Montparnasse. En choisissant cette résidence vous aurez un accès Internet par fibre optique illimité et offert dans chaque appartement. La résidence Studéa Sèvres met également l’accent sur des espaces communs de qualité, avec une belle salle pour le petit déjeuner ou le travail, un coin bibliothèque dans le hall, une table de billard, l’accès à une laverie et distributeur automatique de plats préparés. Disponible en mai 2026"
"795";"";"";"";"Logement en résidence";"Logement en résidence";"Promotion en cours Logement en résidence STUDEA MAISONS ALFORT 2 à partir de 795€ cc / mois Maisons-alfort (94700) Meublé - Salle de bain privée - Cafétéria REOUVERTURE POUR LE 4 MAI 2026    Outre les nombreux commerces à proximité, louer une chambre étudiante à Maisons-Alfort permet de bénéficier de nombreux services tels que l’Internet offert la vidéo surveillance, une cafétéria, un ascenseur ou encore de profiter de la laverie sur place ou de réserver un kit linge. Meublé, le logement étudiant à Maisons-Alfort proposé par Studéa est donc l’assurance d’un cadre de vie aussi pratique qu’agréable. Disponible immédiatement"
"850";"Paris";"3.0";"";"Studio";"Studio";"Promotion en cours Logement en résidence Sergic résidence Nanterre Cité internationale - Coliving à partir de 850€ cc / mois Nanterre (92000) 3 chambres - Meublé - Parking - Salle de sport - Cafétéria Découvrez la résidence coliving Sergic Résidence Nanterre Cité Internationale, située à proximité de Paris, offrant des logements modernes allant du Studio au T2, ainsi que des chambres en colocation.   Avec des transports en commun à proximité pour faciliter tous vos déplacements en bus ou en RER (A). Chaque logement est meublé et équipé pour votre confort, dans un cadre convivial et sécurisé.   L’expérience coliving : profitez d’un espace privatif, moderne, tout confort, en bénéficiant de l'accès à des lieux partagés : salle de sport, de musique, de coworking, de cinéma, bar lounge,...  Rejoignez notre communauté dynamique et réservez dès maintenant votre logement ! Disponible immédiatement"
"850";"";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Sergic résidence Nanterre Cité internationale - Coliving à partir de 850€ cc / mois"
"875";"";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Twenty Campus Saint Ouen à partir de 875€ cc / mois Saint ouen (93400) Meublé - Parking - Salle de sport - Cafétéria Découvrez la résidence étudiante Twenty Campus Saint-Ouen Les Quinconces, située au cœur de l’ancien village olympique, offrant des appartements T1 et T2 modernes et meublés. Profitez de services pratiques : salle de sport, cinéma, coworking et petit-déjeuner inclus du lundi au vendredi. Un parking sécurisé est également disponible. Idéalement située, la résidence bénéficie d'une excellente connectivité grâce aux transports en commun (bus, métro ligne 13, tramway T1) et est proche des universités et écoles supérieures. Rejoignez un cadre de vie alliant confort, praticité et services de qualité pour réussir vos études. Disponible immédiatement"
"910";"";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Twenty Campus Nanterre Barbusse à partir de 910€ cc / mois Nanterre (92000) Meublé - Parking - Salle de sport - Cafétéria notre résidence étudiante Twenty Campus Nanterre Barbusse, un lieu de vie idéal pour les étudiants à la recherche d’un logement étudiant à Nanterre alliant confort, convivialité et proximité des principaux établissements scolaires. Que vous soyez à la recherche d’un studio, d’un T2 ou d’une chambre en colocation, notre résidence étudiante à Nanterre propose une large gamme de logements pour répondre à tous vos besoins. Pour plus de confort, un parking sécurisé est également à votre disposition. Disponible immédiatement"
"950";"Paris";"";"";"Logement en résidence";"Logement en résidence";"360° Logement en résidence Résidence Paris Docteur Roux à partir de 950€ cc / mois Paris (75015) Meublé - Salle de sport La résidence Dr Roux prend soin de vous avec un emplacement idéal, dans le quartier très commerçant de Pasteur. Tout est là, à deux pas : transports, équipements, écoles, services… Et bien sûr des appartements à louer spacieux et lumineux, qui donnent sur un jardin privé paysagé équipé d’une aire de jeux et d’une zone de street workout. Profitez d'une salle de sport et d'un espace de coworking au pied de votre appartement Disponible immédiatement"
"1390";"Paris";"";"";"Logement en résidence";"Logement en résidence";"Logement en résidence Résidence Paris Lecourbe à partir de 1390€ cc / mois Paris (75015) Meublé Dans l’une des rues les plus commerçantes de Paris. Proche de l’élégant 7e, vous profitez d’un environnement privilégié : bâtiment à double exposition, halls d’entrée, jardin privé et belle vie de quartier avec toutes les commodités au pied de votre résidence… Disponible immédiatement"
"974";"";"";"";"Studio";"Studio";"Studio / T1 meublé 974 € / mois (2025) Étudiants souhaitant vivre seuls Autonomie totale, intimité Budget conséquent, surface souvent limitée (9–20 m²)"
